,ResultId,RaceId,Year,GP,CircuitId,DriverId,ConstructorId,Constructor Name,Driver Name,Circuit,Final position,DNF,Fastest Lap Rank,Grid position,Average pace,Q1,Q2,Q3,Qualifying position,Victories,Drivers points,Constructors points,Constructors victories,Start from Pitlane,Total gained/lost positions,Index DNF/Driver,Index DNF/Constructor,Average Lost laps,Circuit Speed,Result_Race-1,Result_Race-2,Result_Race-3,Result_Race-4,Result_Race-5
2459,25500.0,1078,2022,5,79,854,210,Haas F1 Team,Schumacher,miami,15.0,0.0,6,15.0,100659.0,1:30.645,1:30.423,,15.0,0,0.0,3.75,0,0,-3.0,0.2727272727272727,0.40909090909090906,0.5,209.0,17.0,13.0,20.0,11.0,14.0
2458,25501.0,1078,2022,5,79,825,210,Haas F1 Team,Magnussen,miami,16.0,0.0,17,16.0,100158.26785714286,1:30.975,,,16.0,0,3.75,3.75,0,0,4.0,0.5454545454545454,0.40909090909090906,0.25,209.0,9.0,14.0,9.0,5.0,18.0
2440,25502.0,1078,2022,5,79,20,117,Aston Martin,Vettel,miami,17.0,0.0,16,21.0,100720.70370370371,1:30.677,1:30.214,,13.0,0,1.0,1.25,0,1,3.0,0.30000000000000004,0.2727272727272727,0.0,209.0,8.0,19.0,11.0,16.0,10.0
2452,25503.0,1078,2022,5,79,842,213,AlphaTauri,Gasly,miami,18.0,1.0,19,7.0,101927.55555555556,1:30.779,1:30.128,1:29.690,7.0,0,1.5,4.0,0,0,-2.0,0.40909090909090906,0.6136363636363636,0.25,209.0,12.0,9.0,8.0,20.0,5.0
2451,25504.0,1078,2022,5,79,846,1,McLaren,Norris,miami,19.0,1.0,14,8.0,96139.53846153847,1:30.761,1:29.634,1:29.750,8.0,0,8.75,11.5,0,0,3.0,0.2727272727272727,0.3409090909090909,0.0,209.0,3.0,5.0,7.0,15.0,7.0
2447,25505.0,1078,2022,5,79,855,51,Alfa Romeo,Zhou,miami,20.0,1.0,20,17.0,102172.16666666667,1:31.020,,,17.0,0,0.25,6.25,0,0,15.0,0.6818181818181818,0.6818181818181818,0.25,209.0,15.0,11.0,11.0,10.0,10.0
442,25506.0,1079,2022,6,4,830,9,Red Bull,Verstappen,catalunya,1.0,0.0,4,2.0,88492.04545454546,1:20.091,1:19.219,1:19.073,2.0,4,17.0,30.2,4,0,-28.0,0.09090909090909091,0.13636363636363635,0.0,193.0,1.0,1.0,18.0,1.0,19.0
443,25507.0,1079,2022,6,4,815,9,Red Bull,Pérez,catalunya,2.0,0.0,1,5.0,88690.10606060606,1:20.447,1:19.830,1:19.420,5.0,0,13.2,30.2,4,0,-15.0,0.18181818181818182,0.13636363636363635,0.0,193.0,4.0,2.0,2.0,4.0,18.0
423,25508.0,1079,2022,6,4,847,131,Mercedes,Russell,catalunya,3.0,0.0,3,4.0,88990.93939393939,1:20.218,1:19.470,1:19.393,4.0,0,11.8,19.0,0,0,23.0,0.09090909090909091,0.09090909090909091,0.0,193.0,5.0,4.0,3.0,5.0,4.0
401,25509.0,1079,2022,6,4,832,6,Ferrari,Sainz,catalunya,4.0,0.0,7,3.0,89177.01515151515,1:19.892,1:19.453,1:19.166,3.0,0,10.6,31.4,2,0,-27.0,0.5454545454545454,0.4090909090909091,0.0,193.0,3.0,20.0,20.0,3.0,2.0
422,25510.0,1079,2022,6,4,1,131,Mercedes,Hamilton,catalunya,5.0,0.0,2,6.0,89318.31818181818,1:20.252,1:19.794,1:19.512,6.0,0,7.2,19.0,0,0,9.0,0.09090909090909091,0.09090909090909091,0.2,193.0,6.0,13.0,4.0,10.0,3.0
424,25511.0,1079,2022,6,4,822,51,Alfa Romeo,Bottas,catalunya,6.0,0.0,8,7.0,89400.77272727272,1:20.355,1:20.053,1:19.608,7.0,0,6.0,6.2,0,0,-3.0,0.45454545454545453,0.45454545454545453,0.0,193.0,7.0,5.0,8.0,15.0,6.0
478,25512.0,1079,2022,6,4,839,214,Alpine F1 Team,Ocon,catalunya,7.0,0.0,6,12.0,89634.42424242424,1:20.880,1:20.638,\N,12.0,0,4.8,5.2,0,0,18.0,0.18181818181818182,0.3181818181818182,0.2,193.0,8.0,14.0,7.0,6.0,7.0
451,25513.0,1079,2022,6,4,846,1,McLaren,Norris,catalunya,8.0,0.0,5,11.0,89753.18181818182,1:20.838,1:20.471,\N,11.0,0,7.0,9.2,0,0,-8.0,0.18181818181818182,0.22727272727272727,0.0,193.0,19.0,3.0,5.0,7.0,15.0
479,25514.0,1079,2022,6,4,4,214,Alpine F1 Team,Alonso,catalunya,9.0,0.0,9,20.0,89958.8,1:21.043,\N,\N,17.0,0,0.4,5.2,0,0,-27.0,0.45454545454545453,0.3181818181818182,0.2,193.0,11.0,19.0,17.0,16.0,9.0
459,25515.0,1079,2022,6,4,852,213,AlphaTauri,Tsunoda,catalunya,10.0,0.0,10,13.0,90017.23076923077,1:20.707,1:20.639,\N,13.0,0,2.0,3.2,0,0,8.0,0.5454545454545454,0.4090909090909091,0.2,193.0,12.0,7.0,15.0,19.0,8.0
390,25516.0,1079,2022,6,4,20,117,Aston Martin,Vettel,catalunya,11.0,0.0,18,16.0,90263.04615384615,1:20.954,\N,\N,16.0,0,0.8,1.2,0,0,7.0,0.2,0.18181818181818182,0.0,193.0,17.0,8.0,19.0,11.0,16.0
450,25517.0,1079,2022,6,4,817,1,McLaren,Ricciardo,catalunya,12.0,0.0,15,9.0,90463.87692307692,1:20.549,1:20.287,1:20.297,9.0,0,2.2,9.2,0,0,-9.0,0.2727272727272727,0.22727272727272727,0.2,193.0,13.0,18.0,6.0,17.0,14.0
458,25518.0,1079,2022,6,4,842,213,AlphaTauri,Gasly,catalunya,13.0,0.0,12,14.0,90483.41538461538,1:20.719,1:20.861,\N,14.0,0,1.2,3.2,0,0,-13.0,0.2727272727272727,0.4090909090909091,0.2,193.0,18.0,12.0,9.0,8.0,20.0
497,25519.0,1079,2022,6,4,854,210,Haas F1 Team,Schumacher,catalunya,14.0,0.0,16,10.0,90521.81538461539,1:20.683,1:20.436,1:20.368,10.0,0,0.0,3.0,0,0,-3.0,0.18181818181818182,0.2727272727272727,0.4,193.0,15.0,17.0,13.0,20.0,11.0
391,25520.0,1079,2022,6,4,840,117,Aston Martin,Stroll,catalunya,15.0,0.0,11,17.0,90812.4,1:21.418,\N,\N,18.0,0,0.4,1.2,0,0,30.0,0.18181818181818182,0.18181818181818182,0.4,193.0,10.0,10.0,12.0,13.0,12.0
461,25521.0,1079,2022,6,4,849,3,Williams,Latifi,catalunya,16.0,0.0,14,19.0,91327.046875,1:21.915,\N,\N,20.0,0,0.0,0.6,0,0,14.0,0.36363636363636365,0.36363636363636365,0.4,193.0,14.0,16.0,16.0,18.0,16.0
496,25522.0,1079,2022,6,4,825,210,Haas F1 Team,Magnussen,catalunya,17.0,0.0,17,8.0,91455.171875,1:20.227,1:19.810,1:19.682,8.0,0,3.0,3.0,0,0,4.0,0.36363636363636365,0.2727272727272727,0.2,193.0,16.0,9.0,14.0,9.0,5.0
460,25523.0,1079,2022,6,4,848,3,Williams,Albon,catalunya,18.0,0.0,19,18.0,92043.796875,1:21.645,\N,\N,19.0,0,0.6,0.6,0,0,29.0,0.38095238095238093,0.36363636363636365,0.2,193.0,9.0,11.0,10.0,14.0,13.0
425,25524.0,1079,2022,6,4,855,51,Alfa Romeo,Zhou,catalunya,19.0,1.0,20,15.0,91984.67857142857,1:20.476,1:21.094,\N,15.0,0,0.2,6.2,0,0,12.0,0.45454545454545453,0.45454545454545453,0.2,193.0,20.0,15.0,11.0,11.0,10.0
400,25525.0,1079,2022,6,4,844,6,Ferrari,Leclerc,catalunya,20.0,1.0,13,1.0,89691.03703703704,1:19.861,1:19.969,1:18.750,1.0,2,20.8,31.4,2,0,-5.0,0.2727272727272727,0.4090909090909091,0.0,193.0,2.0,6.0,1.0,2.0,1.0
551,25526.0,1080,2022,7,6,815,9,Red Bull,Pérez,monaco,1.0,0.0,4,3.0,109222.890625,1:13.004,1:11.954,1:11.629,3.0,1,14.166666666666666,32.5,5,0,-12.0,0.2727272727272727,0.20454545454545453,0.0,153.0,2.0,4.0,2.0,2.0,4.0
517,25527.0,1080,2022,7,6,832,6,Ferrari,Sainz,monaco,2.0,0.0,7,2.0,109240.921875,1:12.616,1:12.074,1:11.601,2.0,0,10.833333333333334,28.166666666666668,2,0,-28.0,0.8181818181818181,0.6136363636363636,0.0,153.0,4.0,3.0,20.0,20.0,3.0
550,25528.0,1080,2022,7,6,830,9,Red Bull,Verstappen,monaco,3.0,0.0,5,4.0,109246.1875,1:12.993,1:12.117,1:11.666,4.0,4,18.333333333333332,32.5,5,0,-27.0,0.13636363636363635,0.20454545454545453,0.0,153.0,1.0,1.0,1.0,18.0,1.0
516,25529.0,1080,2022,7,6,844,6,Ferrari,Leclerc,monaco,4.0,0.0,6,1.0,109268.546875,1:12.569,1:11.864,1:11.376,1.0,2,17.333333333333332,28.166666666666668,2,0,-24.0,0.40909090909090906,0.6136363636363636,0.0,153.0,20.0,2.0,6.0,1.0,2.0
535,25530.0,1080,2022,7,6,847,131,Mercedes,Russell,monaco,5.0,0.0,8,6.0,109409.890625,1:12.787,1:12.617,1:12.112,6.0,0,12.333333333333334,20.0,0,0,24.0,0.13636363636363635,0.13636363636363635,0.0,153.0,3.0,5.0,4.0,3.0,5.0
557,25531.0,1080,2022,7,6,846,1,McLaren,Norris,monaco,6.0,0.0,1,5.0,109414.0,1:12.927,1:12.266,1:11.849,5.0,0,6.5,8.333333333333334,0,0,-5.0,0.2727272727272727,0.3409090909090909,0.0,153.0,8.0,19.0,3.0,5.0,7.0
581,25532.0,1080,2022,7,6,4,214,Alpine F1 Team,Alonso,monaco,7.0,0.0,3,7.0,109947.234375,1:13.394,1:12.688,1:12.247,7.0,0,0.6666666666666666,5.666666666666667,0,0,-16.0,0.6818181818181818,0.4772727272727273,0.3333333333333333,153.0,9.0,11.0,19.0,17.0,16.0
534,25533.0,1080,2022,7,6,1,131,Mercedes,Hamilton,monaco,8.0,0.0,9,8.0,110010.203125,1:13.444,1:12.595,1:12.560,8.0,0,7.666666666666667,20.0,0,0,10.0,0.13636363636363635,0.13636363636363635,0.16666666666666666,153.0,5.0,6.0,13.0,4.0,10.0
536,25534.0,1080,2022,7,6,822,51,Alfa Romeo,Bottas,monaco,9.0,0.0,14,12.0,110043.59375,1:13.541,1:12.909,,12.0,0,6.333333333333333,6.5,0,0,-2.0,0.6818181818181818,0.6818181818181818,0.0,153.0,6.0,7.0,5.0,8.0,15.0
508,25535.0,1080,2022,7,6,20,117,Aston Martin,Vettel,monaco,10.0,0.0,12,9.0,110059.390625,1:13.313,1:12.613,1:12.732,9.0,0,0.6666666666666666,1.0,0,0,12.0,0.30000000000000004,0.2727272727272727,0.16666666666666666,153.0,11.0,17.0,8.0,19.0,11.0
562,25536.0,1080,2022,7,6,842,213,AlphaTauri,Gasly,monaco,11.0,0.0,10,17.0,110071.15625,1:13.660,,,17.0,0,1.0,2.8333333333333335,0,0,-12.0,0.40909090909090906,0.6136363636363636,0.3333333333333333,153.0,13.0,18.0,12.0,9.0,8.0
580,25537.0,1080,2022,7,6,839,214,Alpine F1 Team,Ocon,monaco,12.0,0.0,13,10.0,110014.203125,1:12.848,1:12.528,1:13.047,10.0,0,5.0,5.666666666666667,0,0,23.0,0.2727272727272727,0.4772727272727273,0.16666666666666666,153.0,7.0,8.0,14.0,7.0,6.0
556,25538.0,1080,2022,7,6,817,1,McLaren,Ricciardo,monaco,13.0,0.0,11,14.0,110123.4375,1:13.338,1:12.964,,14.0,0,1.8333333333333333,8.333333333333334,0,0,-12.0,0.40909090909090906,0.3409090909090909,0.3333333333333333,153.0,12.0,13.0,18.0,6.0,17.0
509,25539.0,1080,2022,7,6,840,117,Aston Martin,Stroll,monaco,14.0,0.0,15,18.0,110172.921875,1:13.678,,,18.0,0,0.3333333333333333,1.0,0,0,32.0,0.2727272727272727,0.2727272727272727,0.5,153.0,15.0,10.0,10.0,12.0,13.0
565,25540.0,1080,2022,7,6,849,3,Williams,Latifi,monaco,15.0,0.0,18,19.0,111115.63492063493,1:14.403,,,19.0,0,0.0,0.5,0,0,17.0,0.5454545454545454,0.5454545454545454,0.6666666666666666,153.0,16.0,14.0,16.0,16.0,18.0
537,25541.0,1080,2022,7,6,855,51,Alfa Romeo,Zhou,monaco,16.0,0.0,17,20.0,111123.25396825396,1:15.606,,,20.0,0,0.16666666666666666,6.5,0,0,8.0,0.6818181818181818,0.6818181818181818,0.16666666666666666,153.0,19.0,20.0,15.0,11.0,11.0
563,25542.0,1080,2022,7,6,852,213,AlphaTauri,Tsunoda,monaco,17.0,0.0,2,11.0,111476.55555555556,1:13.110,1:12.797,,11.0,0,1.8333333333333333,2.8333333333333335,0,0,11.0,0.8181818181818181,0.6136363636363636,0.3333333333333333,153.0,10.0,12.0,7.0,15.0,19.0
564,25543.0,1080,2022,7,6,848,3,Williams,Albon,monaco,18.0,1.0,16,16.0,120910.66666666667,1:13.611,,,16.0,0,0.5,0.5,0,0,29.0,0.5714285714285714,0.5454545454545454,0.5,153.0,18.0,9.0,11.0,10.0,14.0
597,25544.0,1080,2022,7,6,854,210,Haas F1 Team,Schumacher,monaco,19.0,1.0,19,15.0,103646.08333333333,1:13.469,1:13.081,,15.0,0,0.0,2.5,0,0,-7.0,0.2727272727272727,0.40909090909090906,0.5,153.0,14.0,15.0,17.0,13.0,20.0
596,25545.0,1080,2022,7,6,825,210,Haas F1 Team,Magnussen,monaco,20.0,1.0,20,13.0,105018.52631578948,1:13.069,1:12.921,,13.0,0,2.5,2.5,0,0,-5.0,0.5454545454545454,0.40909090909090906,0.5,153.0,17.0,16.0,9.0,14.0,9.0
730,25546.0,1081,2022,8,73,830,9,Red Bull,Verstappen,baku,1.0,0.0,2,3.0,110704.72549019608,1:42.722,1:42.227,1:41.706,3.0,5,17.857142857142858,33.57142857142857,6,0,-26.0,0.18181818181818182,0.2727272727272727,0.0,202.0,3.0,1.0,1.0,1.0,18.0
731,25547.0,1081,2022,8,73,815,9,Red Bull,Pérez,baku,2.0,0.0,1,2.0,111113.01960784313,1:42.733,1:41.955,1:41.641,2.0,1,15.714285714285714,33.57142857142857,6,0,-10.0,0.36363636363636365,0.2727272727272727,0.0,202.0,1.0,2.0,4.0,2.0,2.0
715,25548.0,1081,2022,8,73,847,131,Mercedes,Russell,baku,3.0,0.0,4,5.0,111606.58823529411,1:43.754,1:43.281,1:42.712,5.0,0,12.0,19.142857142857142,0,0,25.0,0.18181818181818182,0.18181818181818182,0.0,202.0,5.0,3.0,5.0,4.0,3.0
714,25549.0,1081,2022,8,73,1,131,Mercedes,Hamilton,baku,4.0,0.0,3,7.0,112110.19607843137,1:43.939,1:43.182,1:42.924,7.0,0,7.142857142857143,19.142857142857142,0,0,10.0,0.18181818181818182,0.18181818181818182,0.14285714285714285,202.0,8.0,5.0,6.0,13.0,4.0
742,25550.0,1081,2022,8,73,842,213,AlphaTauri,Gasly,baku,5.0,0.0,16,6.0,112220.39215686274,1:43.268,1:43.129,1:42.845,6.0,0,0.8571428571428571,2.4285714285714284,0,0,-6.0,0.5454545454545454,0.8181818181818182,0.2857142857142857,202.0,11.0,13.0,18.0,12.0,9.0
688,25551.0,1081,2022,8,73,20,117,Aston Martin,Vettel,baku,6.0,0.0,12,9.0,112353.72549019608,1:43.279,1:43.268,1:43.091,9.0,0,0.7142857142857143,1.0,0,0,11.0,0.4,0.36363636363636365,0.14285714285714285,202.0,10.0,11.0,17.0,8.0,19.0
761,25552.0,1081,2022,8,73,4,214,Alpine F1 Team,Alonso,baku,7.0,0.0,8,10.0,112441.90196078431,1:44.083,1:43.360,1:43.173,10.0,0,1.4285714285714286,5.714285714285714,0,0,-16.0,0.9090909090909091,0.6363636363636364,0.2857142857142857,202.0,7.0,9.0,11.0,19.0,17.0
736,25553.0,1081,2022,8,73,817,1,McLaren,Ricciardo,baku,8.0,0.0,13,12.0,112512.70588235294,1:44.437,1:43.574,\N,12.0,0,1.5714285714285714,8.428571428571429,0,0,-11.0,0.5454545454545454,0.45454545454545453,0.2857142857142857,202.0,13.0,12.0,13.0,18.0,6.0
737,25554.0,1081,2022,8,73,846,1,McLaren,Norris,baku,9.0,0.0,9,11.0,112519.54901960785,1:44.237,1:43.398,\N,11.0,0,6.857142857142857,8.428571428571429,0,0,-6.0,0.36363636363636365,0.45454545454545453,0.0,202.0,6.0,8.0,19.0,3.0,5.0
760,25555.0,1081,2022,8,73,839,214,Alpine F1 Team,Ocon,baku,10.0,0.0,14,13.0,112825.98039215687,1:43.903,1:43.585,\N,13.0,0,4.285714285714286,5.714285714285714,0,0,21.0,0.36363636363636365,0.6363636363636364,0.14285714285714285,202.0,12.0,7.0,8.0,14.0,7.0
716,25556.0,1081,2022,8,73,822,51,Alfa Romeo,Bottas,baku,11.0,0.0,11,15.0,113030.7,1:44.478,1:44.444,\N,15.0,0,5.714285714285714,5.857142857142857,0,0,1.0,0.9090909090909091,0.9090909090909091,0.0,202.0,9.0,6.0,7.0,5.0,8.0
744,25557.0,1081,2022,8,73,848,3,Williams,Albon,baku,12.0,0.0,7,17.0,113063.02,1:44.719,\N,\N,17.0,0,0.42857142857142855,0.42857142857142855,0,0,27.0,0.7619047619047619,0.7272727272727273,0.42857142857142855,202.0,18.0,18.0,9.0,11.0,10.0
743,25558.0,1081,2022,8,73,852,213,AlphaTauri,Tsunoda,baku,13.0,0.0,5,8.0,113096.14,1:43.595,1:43.376,1:43.056,8.0,0,1.5714285714285714,2.4285714285714284,0,0,5.0,1.0909090909090908,0.8181818181818182,0.42857142857142855,202.0,17.0,10.0,12.0,7.0,15.0
777,25559.0,1081,2022,8,73,854,210,Haas F1 Team,Schumacher,baku,14.0,0.0,15,20.0,113867.6,1:45.775,\N,\N,20.0,0,0.0,2.142857142857143,0,0,-11.0,0.36363636363636365,0.5454545454545454,0.42857142857142855,202.0,19.0,14.0,15.0,17.0,13.0
745,25560.0,1081,2022,8,73,849,3,Williams,Latifi,baku,15.0,0.0,20,18.0,114928.74,1:45.367,\N,\N,18.0,0,0.0,0.42857142857142855,0,0,21.0,0.7272727272727273,0.7272727272727273,0.7142857142857143,202.0,15.0,16.0,14.0,16.0,16.0
689,25561.0,1081,2022,8,73,840,117,Aston Martin,Stroll,baku,16.0,0.0,10,19.0,114298.34782608696,1:45.371,\N,\N,19.0,0,0.2857142857142857,1.0,0,0,36.0,0.36363636363636365,0.36363636363636365,0.42857142857142855,202.0,14.0,15.0,10.0,10.0,12.0
776,25562.0,1081,2022,8,73,825,210,Haas F1 Team,Magnussen,baku,17.0,1.0,18,16.0,112623.16129032258,1:44.643,\N,\N,16.0,0,2.142857142857143,2.142857142857143,0,0,-12.0,0.7272727272727273,0.5454545454545454,0.42857142857142855,202.0,20.0,17.0,16.0,9.0,14.0
717,25563.0,1081,2022,8,73,855,51,Alfa Romeo,Zhou,baku,18.0,1.0,17,14.0,114382.52173913043,1:43.777,1:43.790,\N,14.0,0,0.14285714285714285,5.857142857142857,0,0,12.0,0.9090909090909091,0.9090909090909091,0.2857142857142857,202.0,16.0,19.0,20.0,15.0,11.0
696,25564.0,1081,2022,8,73,844,6,Ferrari,Leclerc,baku,19.0,1.0,6,1.0,114286.33333333333,1:42.865,1:42.046,1:41.359,1.0,2,16.571428571428573,28.428571428571427,2,0,-27.0,0.5454545454545454,0.8181818181818182,0.0,202.0,4.0,20.0,2.0,6.0,1.0
697,25565.0,1081,2022,8,73,832,6,Ferrari,Sainz,baku,20.0,1.0,19,4.0,109805.75,1:42.957,1:42.088,1:41.814,4.0,0,11.857142857142858,28.428571428571427,2,0,-28.0,1.0909090909090908,0.8181818181818182,0.0,202.0,2.0,4.0,3.0,20.0,20.0
638,25566.0,1082,2022,9,7,830,9,Red Bull,Verstappen,villeneuve,1.0,0.0,2,1.0,82596.52857142857,1:32.219,1:23.746,1:21.299,1.0,6,18.75,34.875,7,0,-24.0,0.13636363636363635,0.20454545454545453,0.0,202.0,1.0,3.0,1.0,1.0,1.0
611,25567.0,1082,2022,9,7,832,6,Ferrari,Sainz,villeneuve,2.0,0.0,1,3.0,82610.71428571429,1:32.781,1:25.197,1:22.096,3.0,0,10.375,24.875,2,0,-44.0,0.8181818181818181,0.6136363636363636,0.0,202.0,20.0,2.0,4.0,3.0,20.0
626,25568.0,1082,2022,9,7,1,131,Mercedes,Hamilton,villeneuve,3.0,0.0,4,4.0,82696.61428571428,1:33.841,1:25.543,1:22.891,4.0,0,7.75,20.125,0,0,13.0,0.13636363636363635,0.13636363636363635,0.125,202.0,4.0,8.0,5.0,6.0,13.0
627,25569.0,1082,2022,9,7,847,131,Mercedes,Russell,villeneuve,4.0,0.0,5,8.0,82772.42857142857,1:33.160,1:24.950,1:23.557,8.0,0,12.375,20.125,0,0,27.0,0.13636363636363635,0.13636363636363635,0.0,202.0,3.0,5.0,3.0,5.0,4.0
610,25570.0,1082,2022,9,7,844,6,Ferrari,Leclerc,villeneuve,5.0,0.0,3,19.0,82813.21428571429,1:33.008,\N,\N,15.0,2,14.5,24.875,2,0,-45.0,0.40909090909090906,0.6136363636363636,0.0,202.0,19.0,4.0,20.0,2.0,6.0
662,25571.0,1082,2022,9,7,839,214,Alpine F1 Team,Ocon,villeneuve,6.0,0.0,9,7.0,82937.81428571428,1:33.012,1:26.135,1:23.529,7.0,0,3.875,5.875,0,0,24.0,0.2727272727272727,0.4772727272727273,0.125,202.0,10.0,12.0,7.0,8.0,14.0
628,25572.0,1082,2022,9,7,822,51,Alfa Romeo,Bottas,villeneuve,7.0,0.0,8,11.0,82957.2,1:33.689,1:26.788,\N,11.0,0,5.0,5.125,0,0,5.0,0.6818181818181818,0.6818181818181818,0.125,202.0,11.0,9.0,6.0,7.0,5.0
629,25573.0,1082,2022,9,7,855,51,Alfa Romeo,Zhou,villeneuve,8.0,0.0,7,10.0,82981.55714285714,1:33.692,1:26.116,1:24.030,10.0,0,0.125,5.125,0,0,8.0,0.6818181818181818,0.6818181818181818,0.25,202.0,18.0,16.0,19.0,20.0,15.0
663,25574.0,1082,2022,9,7,4,214,Alpine F1 Team,Alonso,villeneuve,9.0,0.0,6,2.0,82952.88571428572,1:32.277,1:24.848,1:21.944,2.0,0,2.0,5.875,0,0,-13.0,0.6818181818181818,0.4772727272727273,0.25,202.0,7.0,7.0,9.0,11.0,19.0
607,25575.0,1082,2022,9,7,840,117,Aston Martin,Stroll,villeneuve,10.0,0.0,10,17.0,83142.55714285714,1:35.532,\N,\N,18.0,0,0.25,1.875,0,0,39.0,0.2727272727272727,0.2727272727272727,0.375,202.0,16.0,14.0,15.0,10.0,10.0
642,25576.0,1082,2022,9,7,817,1,McLaren,Ricciardo,villeneuve,11.0,0.0,13,9.0,83211.4857142857,1:33.636,1:26.375,1:23.749,9.0,0,1.875,8.125,0,0,-7.0,0.40909090909090906,0.3409090909090909,0.25,202.0,8.0,13.0,12.0,13.0,18.0
606,25577.0,1082,2022,9,7,20,117,Aston Martin,Vettel,villeneuve,12.0,0.0,15,16.0,83228.6,1:34.512,\N,\N,17.0,0,1.625,1.875,0,0,14.0,0.30000000000000004,0.2727272727272727,0.125,202.0,6.0,10.0,11.0,17.0,8.0
648,25578.0,1082,2022,9,7,848,3,Williams,Albon,villeneuve,13.0,0.0,14,12.0,83237.85714285714,1:34.047,1:26.858,\N,12.0,0,0.375,0.375,0,0,32.0,0.5714285714285714,0.5454545454545454,0.5,202.0,12.0,18.0,18.0,9.0,11.0
646,25579.0,1082,2022,9,7,842,213,AlphaTauri,Gasly,villeneuve,14.0,0.0,12,15.0,83242.0,1:34.492,\N,\N,16.0,0,2.0,3.375,0,0,-5.0,0.40909090909090906,0.6136363636363636,0.25,202.0,5.0,11.0,13.0,18.0,12.0
643,25580.0,1082,2022,9,7,846,1,McLaren,Norris,villeneuve,15.0,0.0,11,14.0,83270.02857142857,1:34.066,\N,\N,14.0,0,6.25,8.125,0,0,-4.0,0.2727272727272727,0.3409090909090909,0.0,202.0,9.0,6.0,8.0,19.0,3.0
649,25581.0,1082,2022,9,7,849,3,Williams,Latifi,villeneuve,16.0,0.0,18,18.0,83453.35714285714,1:35.660,\N,\N,19.0,0,0.0,0.375,0,0,24.0,0.5454545454545454,0.5454545454545454,0.75,202.0,15.0,15.0,16.0,14.0,16.0
678,25582.0,1082,2022,9,7,825,210,Haas F1 Team,Magnussen,villeneuve,17.0,0.0,16,5.0,83570.52857142857,1:32.957,1:26.254,1:22.960,5.0,0,1.875,1.875,0,0,-13.0,0.5454545454545454,0.40909090909090906,0.375,202.0,17.0,20.0,17.0,16.0,9.0
647,25583.0,1082,2022,9,7,852,213,AlphaTauri,Tsunoda,villeneuve,18.0,1.0,17,20.0,81896.63829787234,1:36.575,\N,\N,20.0,0,1.375,3.375,0,0,0.0,0.8181818181818181,0.6136363636363636,0.5,202.0,13.0,17.0,10.0,12.0,7.0
679,25584.0,1082,2022,9,7,854,210,Haas F1 Team,Schumacher,villeneuve,19.0,1.0,20,6.0,82867.22222222222,1:33.707,1:25.684,1:23.356,6.0,0,0.0,1.875,0,0,-5.0,0.2727272727272727,0.40909090909090906,0.5,202.0,14.0,19.0,14.0,15.0,17.0
639,25585.0,1082,2022,9,7,815,9,Red Bull,Pérez,villeneuve,20.0,1.0,19,13.0,81366.0,1:33.929,1:33.127,\N,13.0,1,16.125,34.875,7,0,-10.0,0.2727272727272727,0.20454545454545453,0.0,202.0,2.0,1.0,2.0,4.0,2.0
965,25586.0,1083,2022,10,9,832,6,Ferrari,Sainz,silverstone,1.0,0.0,2,1.0,159044.4423076923,1:40.190,1:41.602,1:40.983,1.0,1,11.333333333333334,25.333333333333332,3,0,-43.0,1.6363636363636362,1.2272727272727273,0.0,225.0,2.0,20.0,2.0,4.0,3.0
1015,25587.0,1083,2022,10,9,815,9,Red Bull,Pérez,silverstone,2.0,0.0,3,4.0,159117.11538461538,1:40.521,1:42.513,1:41.616,4.0,1,14.333333333333334,33.77777777777778,7,0,-17.0,0.5454545454545454,0.40909090909090906,0.0,225.0,20.0,2.0,1.0,2.0,4.0
990,25588.0,1083,2022,10,9,1,131,Mercedes,Hamilton,silverstone,3.0,0.0,1,5.0,159164.15384615384,1:40.428,1:41.062,1:41.995,5.0,0,8.555555555555555,20.88888888888889,0,0,14.0,0.2727272727272727,0.2727272727272727,0.1111111111111111,225.0,3.0,4.0,8.0,5.0,6.0
964,25589.0,1083,2022,10,9,844,6,Ferrari,Leclerc,silverstone,4.0,0.0,4,3.0,159208.78846153847,1:39.846,1:41.247,1:41.298,3.0,2,14.0,25.333333333333332,3,0,-31.0,0.8181818181818181,1.2272727272727273,0.0,225.0,5.0,19.0,4.0,20.0,2.0
1057,25590.0,1083,2022,10,9,4,214,Alpine F1 Team,Alonso,silverstone,5.0,0.0,5,7.0,159228.5,1:41.598,1:42.209,1:42.116,7.0,0,2.0,6.333333333333333,0,0,-20.0,1.3636363636363635,0.9545454545454546,0.2222222222222222,225.0,9.0,7.0,7.0,9.0,11.0
1025,25591.0,1083,2022,10,9,846,1,McLaren,Norris,silverstone,6.0,0.0,6,6.0,159274.11538461538,1:41.515,1:41.821,1:42.084,6.0,0,5.555555555555555,7.222222222222222,0,0,-5.0,0.5454545454545454,0.6818181818181818,0.0,225.0,15.0,9.0,6.0,8.0,19.0
1014,25592.0,1083,2022,10,9,830,9,Red Bull,Verstappen,silverstone,7.0,0.0,8,2.0,159405.53846153847,1:39.129,1:40.655,1:41.055,2.0,6,19.444444444444443,33.77777777777778,7,0,-24.0,0.2727272727272727,0.40909090909090906,0.0,225.0,1.0,1.0,3.0,1.0,1.0
